source_key,company_name,registration_id,legal_name,trade_name,parent_name,company_type,industry,segment,status,country,region,city,postal_code,street,building,suite,branch_code,website,email,phone,tax_id,vat_status,currency,language,time_zone,founded,employee_band,revenue_band,credit_grade,payment_terms,customer_since,last_verified,updated_at,crm_system,account_status,account_owner,billing_country,shipping_country,risk_rating,compliance_status,contract_type,renewal_month,support_tier,sales_region,customer_tier,preferred_channel,import_batch,legacy_account_id,notes
REF-001120,Riverton Mobility Mérida SA,MX-SYN-001120,Riverton Mobility Mérida SA,Riverton Mobility,Riverton Group,SA,Mobility,SMB,Active,MX,Yucatán,Mérida,97000,Calle del Taller,125,B16,MX-122,https://c001120.example,crm@c001120.example,TEST-001120,TEST-TAX-001120,Registered,MXN,es,America/Merida,1997,1000+,100m+,B2,NET30,2023-04-15,2025-04-20,2026-08-03,Atlas CRM,Current,Team 4,MX,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-001120,Synthetic account
REF-001129,Yarrow Networks Zürich AG,CH-SYN-001129,Yarrow Networks Zürich AG,Yarrow Networks,Yarrow Group,AG,Networks,SMB,Active,CH,Zürich,Zürich,8001,Lindenweg,134,B2,CH-131,https://c001129.example,crm@c001129.example,TEST-001129,TEST-TAX-001129,Exempt,CHF,de,Europe/Zurich,2006,251-1000,25-100m,A1,NET30,2018-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 4,CH,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-001129,Synthetic account
REF-005136,Zelwick Packaging Tōkyō KK,JP-SYN-005136,Zelwick Packaging Tōkyō KK,Zelwick Packaging,Zelwick Group,KK,Packaging,Midmarket,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,161,B7,JP-150,https://c005136.example,crm@c005136.example,TEST-005136,TEST-TAX-005136,Registered,JPY,ja,Asia/Tokyo,2009,1-10,<1m,B2,NET60,2021-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 6,JP,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005136,"Synthetic; multiline
CRM note"
REF-001239,Ismere Systems Lyon SAS,FR-SYN-001239,Ismere Systems Lyon SAS,Ismere Systems,Ismere Group,SAS,Systems,Midmarket,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,45,B20,FR-241,https://c001239.example,crm@c001239.example,TEST-001239,TEST-TAX-001239,Registered,EUR,fr,Europe/Paris,2012,251-1000,25-100m,B1,NET60,2016-03-15,2025-03-20,2026-07-03,Atlas CRM,Current,Team 6,FR,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-001239,Synthetic account
REF-001217,Iverna Packaging Portland LLC,US-SYN-001217,Iverna Packaging Portland LLC,Iverna Packaging,Iverna Group,LLC,Packaging,Enterprise,Active,US,Oregon,Portland,97201,Example Park,23,B21,US-219,https://c001217.example,crm@c001217.example,TEST-001217,TEST-TAX-001217,Registered,USD,en,America/Los_Angeles,1990,11-50,1-5m,A1,NET45,2022-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 2,US,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-001217,Synthetic account
REF-005694,Kelstrad Materials South Service Centre,DUP-SYN-000197,Kelstrad Materials South Service Centre,Kelstrad Materials,Kelstrad Materials Holdings,AG,Packaging,Midmarket,Active,CH,Zürich,Zürich,8001,Lindenweg,122,B13,CH-708,https://group000196.example,crm@c005694.example,TEST-005694,TEST-TAX-005694,Registered,CHF,de,Europe/Zurich,1995,251-1000,25-100m,A2,NET60,2019-06-15,2025-06-20,2026-06-03,Atlas CRM,Current,Team 6,CH,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005694,Synthetic account
REF-001532,Northfen Advisory Mérida SA,MX-SYN-001532,Northfen Advisory Mérida SA,Northfen Advisory,Northfen Group,SA,Advisory,Enterprise,Active,MX,Yucatán,Mérida,97000,Calle del Taller,139,B14,MX-534,https://c001532.example,crm@c001532.example,TEST-001532,TEST-TAX-001532,Registered,MXN,es,America/Merida,1993,11-50,1-5m,B2,NET45,2015-08-15,2025-08-20,2026-04-03,Atlas CRM,Current,Team 2,MX,MX,Medium,Cleared,Rolling,2027-08,Priority,APAC,Growth,Email,REF-2026,LEG-001532,Synthetic account
REF-002371,Everfen Optics Pune Pvt Ltd,IN-SYN-002371,Everfen Optics Pune Pvt Ltd,Everfen Optics,Everfen Group,Pvt Ltd,Optics,SMB,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,182,B2,IN-376,https://c002371.example,crm@c002371.example,TEST-002371,TEST-TAX-002371,Exempt,INR,en,Asia/Kolkata,2000,1-10,<1m,B1,NET30,2014-07-15,2025-07-20,2026-03-03,Atlas CRM,Current,Team 4,IN,SE,Low,Cleared,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-002371,Synthetic account
REF-000564,Dalestra Robotics Portland LLC,US-SYN-000564,Dalestra Robotics Portland LLC,Dalestra Robotics,Dalestra Group,LLC,Robotics,Midmarket,Active,US,Oregon,Portland,97201,Example Park,166,B12,US-563,https://c000564.example,crm@c000564.example,TEST-000564,TEST-TAX-000564,Registered,USD,en,America/Los_Angeles,2013,251-1000,25-100m,B2,NET60,2013-12-15,2025-12-20,2026-04-03,Atlas CRM,Current,Team 6,US,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-000564,Synthetic account
REF-005380,Novera Analytics South Service Centre,DUP-SYN-000040,Novera Analytics South Service Centre,Novera Analytics,Novera Analytics Holdings,FZCO,Research,SMB,Active,AE,Dubai,Dubai,00000,Example Trade Park,7,B21,AE-394,https://group000039.example,crm@c005380.example,TEST-005380,TEST-TAX-005380,Registered,AED,ar,Asia/Dubai,1993,1000+,100m+,B2,NET30,2013-04-15,2025-04-20,2026-04-03,Atlas CRM,On hold,Team 7,AE,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-005380,Synthetic account
REF-005827,Morwick Networks München GmbH,DE-SYN-005827,Morwick Networks München GmbH,Morwick Networks,Morwick Group,GmbH,Networks,SMB,Active,DE,Bayern,München,80331,Industriestraße,56,B8,DE-841,https://c005827.example,crm@c005827.example,TEST-005827,TEST-TAX-005827,Exempt,EUR,de,Europe/Berlin,1972,11-50,1-5m,B1,NET30,2012-07-15,2025-07-20,2026-03-03,Atlas CRM,Current,Team 4,DE,SE,Low,Cleared,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-005827,Synthetic account
REF-002889,Yarrow Materials Portland LLC,US-SYN-002889,Yarrow Materials Portland LLC,Yarrow Materials,Yarrow Group,LLC,Materials,Midmarket,Active,US,Oregon,Portland,97201,Example Park,103,B14,US-894,https://c002889.example,crm@c002889.example,TEST-002889,TEST-TAX-002889,Registered,USD,en,America/Los_Angeles,1998,251-1000,25-100m,A1,NET60,2014-09-15,2025-09-20,2026-01-03,Atlas CRM,Current,Team 9,US,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-002889,Synthetic account
REF-003968,Brinwell Logistics München GmbH,DE-SYN-003968,Brinwell Logistics München GmbH,Brinwell Logistics,Brinwell Group,GmbH,Logistics,Enterprise,Active,DE,Bayern,München,80331,Industriestraße,187,B12,DE-976,https://c003968.example,crm@c003968.example,TEST-003968,TEST-TAX-003968,Registered,EUR,de,Europe/Berlin,1985,51-250,5-25m,B2,NET45,2015-08-15,2025-08-20,2026-08-03,Atlas CRM,Current,Team 8,DE,MX,Medium,Cleared,Rolling,2027-08,Priority,APAC,Growth,Email,REF-2026,LEG-003968,Synthetic account
REF-003643,Århus Glenwick Mobility Tōkyō KK,JP-SYN-003643,Århus Glenwick Mobility Tōkyō KK,Glenwick Mobility,Glenwick Group,KK,Mobility,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,61,B9,JP-651,https://c003643.example,crm@c003643.example,TEST-003643,TEST-TAX-003643,Exempt,JPY,ja,Asia/Tokyo,1972,51-250,5-25m,B1,NET30,2012-07-15,2025-07-20,2026-03-03,Atlas CRM,Current,Team 7,JP,SE,Low,Cleared,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-003643,Synthetic account
REF-005548,Dovelin Textiles South Service Centre,DUP-SYN-000124,Dovelin Textiles South Service Centre,Dovelin Textiles,Dovelin Textiles Holdings,KK,Analytics,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,175,B5,JP-562,https://group000123.example,crm@c005548.example,TEST-005548,TEST-TAX-005548,Registered,JPY,ja,Asia/Tokyo,2005,51-250,5-25m,B2,NET30,2013-04-15,2025-04-20,2026-04-03,Atlas CRM,Current,Team 4,JP,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-005548,Synthetic account
REF-000853,Kelstrad Mobility São Paulo Ltda,BR-SYN-000853,Kelstrad Mobility São Paulo Ltda,Kelstrad Mobility,Kelstrad Group,Ltda,Mobility,SMB,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,57,B2,BR-852,https://c000853.example,crm@c000853.example,TEST-000853,TEST-TAX-000853,Exempt,BRL,pt,America/Sao_Paulo,1990,51-250,5-25m,A1,NET30,2022-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 7,BR,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-000853,Synthetic account
REF-000495,Caldora Foods São Paulo Ltda,BR-SYN-000495,Caldora Foods São Paulo Ltda,Caldora Foods,Caldora Group,Ltda,Foods,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,97,B12,BR-494,https://c000495.example,crm@c000495.example,TEST-000495,TEST-TAX-000495,Registered,BRL,pt,America/Sao_Paulo,1996,1000+,100m+,B1,NET60,2014-03-15,2025-03-20,2026-07-03,Atlas CRM,Current,Team 9,BR,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-000495,"Synthetic; multiline
CRM note"
REF-004395,Wynford Services West Branch Singapore,SG-SYN-004395,Wynford Services West Branch Singapore,Wynford Services,Wynford Group,Pte Ltd,Services,Midmarket,Active,SG,Central,Singapore,018989,Example Works Lane,17,B2,SG-406,https://c004395.example,crm@c004395.example,TEST-004395,TEST-TAX-004395,Registered,SGD,en,Asia/Singapore,1996,1000+,100m+,B1,NET60,2022-03-15,2025-03-20,2026-03-03,Atlas CRM,Current,Team 3,SG,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-004395,Regional service account
REF-002226,Perevin Materials München GmbH,DE-SYN-002226,Perevin Materials München GmbH,Perevin Materials,Perevin Group,GmbH,Materials,Midmarket,Active,DE,Bayern,München,80331,Industriestraße,37,B18,DE-231,https://c002226.example,crm@c002226.example,TEST-002226,TEST-TAX-002226,Registered,EUR,de,Europe/Berlin,2011,1-10,<1m,A2,NET60,2023-06-15,2025-06-20,2026-02-03,Atlas CRM,Current,Team 3,DE,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-002226,Synthetic account
REF-003167,Nørdlys Solmere Textiles München GmbH,DE-SYN-003167,Nørdlys Solmere Textiles München GmbH,Solmere Textiles,Solmere Group,GmbH,Textiles,Enterprise,Active,DE,Bayern,München,80331,Industriestraße,182,B16,DE-175,https://c003167.example,crm@c003167.example,TEST-003167,TEST-TAX-003167,Registered,EUR,de,Europe/Berlin,2016,11-50,1-5m,B1,NET45,2012-11-15,2025-11-20,2026-07-03,Atlas CRM,Current,Team 8,DE,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-003167,Synthetic account
REF-003255,São Bento Caldora Services Portland LLC,US-SYN-003255,São Bento Caldora Services Portland LLC,Caldora Services,Caldora Group,LLC,Services,Midmarket,Active,US,Oregon,Portland,97201,Example Park,71,B12,US-263,https://c003255.example,crm@c003255.example,TEST-003255,TEST-TAX-003255,Registered,USD,en,America/Los_Angeles,2000,1000+,100m+,B1,NET60,2016-03-15,2025-03-20,2026-07-03,Atlas CRM,Current,Team 6,US,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-003255,Synthetic account
REF-001309,Elmridge Foods Lyon SAS,FR-SYN-001309,Elmridge Foods Lyon SAS,Elmridge Foods,Elmridge Group,SAS,Foods,SMB,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,115,B21,FR-311,https://c001309.example,crm@c001309.example,TEST-001309,TEST-TAX-001309,Exempt,EUR,fr,Europe/Paris,1978,251-1000,25-100m,A1,NET30,2016-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 4,FR,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-001309,Synthetic account
REF-001289,Yarrow Controls Dubai FZCO,AE-SYN-001289,Yarrow Controls Dubai FZCO,Yarrow Controls,Yarrow Group,FZCO,Controls,Enterprise,Active,AE,Dubai,Dubai,00000,Example Trade Park,95,B1,AE-291,https://c001289.example,crm@c001289.example,TEST-001289,TEST-TAX-001289,Registered,AED,ar,Asia/Dubai,2010,251-1000,25-100m,A1,NET45,2010-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 2,AE,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-001289,Synthetic account
REF-004603,Glenwick Optics Pune Pvt Ltd,IN-SYN-004603,Glenwick Optics Pune Pvt Ltd,Glenwick Optics,Glenwick Group,Pvt Ltd,Optics,SMB,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,26,B3,IN-614,https://c004603.example,crm@c004603.example,TEST-004603,TEST-TAX-004603,Exempt,INR,en,Asia/Kolkata,1996,51-250,5-25m,B1,NET30,2020-07-15,2025-07-20,2026-03-03,Atlas CRM,Current,Team 4,IN,SE,Low,Cleared,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-004603,"Synthetic; multiline
CRM note"
REF-002197,Corvell Components Portland LLC,US-SYN-002197,Corvell Components Portland LLC,Corvell Components,Corvell Group,LLC,Components,SMB,Active,US,Oregon,Portland,97201,Example Park,8,B12,US-202,https://c002197.example,crm@c002197.example,TEST-002197,TEST-TAX-002197,Exempt,USD,en,America/Los_Angeles,1982,11-50,1-5m,A1,NET30,2022-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 1,US,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-002197,Synthetic account
REF-005074,Novera Mobility Tōkyō KK,JP-SYN-005074,Novera Mobility Tōkyō KK,Novera Mobility,Novera Group,KK,Mobility,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,99,B14,JP-088,https://c005074.example,crm@c005074.example,TEST-005074,TEST-TAX-005074,Registered,JPY,ja,Asia/Tokyo,1999,251-1000,25-100m,A2,NET30,2015-10-15,2025-10-20,2026-02-03,Atlas CRM,Current,Team 7,JP,CH,Low,Cleared,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-005074,Synthetic account
REF-000527,Solmere Mobility Dubai FZCO,AE-SYN-000527,Solmere Mobility Dubai FZCO,Solmere Mobility,Solmere Group,FZCO,Mobility,Enterprise,Active,AE,Dubai,Dubai,00000,Example Trade Park,129,B21,AE-526,https://c000527.example,crm@c000527.example,TEST-000527,TEST-TAX-000527,Registered,AED,ar,Asia/Dubai,1976,11-50,1-5m,B1,NET45,2018-11-15,2025-11-20,2026-07-03,Atlas CRM,Current,Team 5,AE,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-000527,Synthetic account
REF-001794,Novera Trading São Paulo Ltda,BR-SYN-001794,Novera Trading São Paulo Ltda,Novera Trading,Novera Group,Ltda,Trading,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,3,B23,BR-796,https://c001794.example,crm@c001794.example,TEST-001794,TEST-TAX-001794,Registered,BRL,pt,America/Sao_Paulo,1995,251-1000,25-100m,A2,NET60,2011-06-15,2025-06-20,2026-02-03,Atlas CRM,On hold,Team 3,BR,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001794,Synthetic account
REF-004269,Elmridge Automation West Branch Göteborg,SE-SYN-004269,Elmridge Automation West Branch Göteborg,Elmridge Automation,Elmridge Group,AB,Automation,Midmarket,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,90,B14,SE-280,https://c004269.example,crm@c004269.example,TEST-004269,TEST-TAX-004269,Registered,SEK,sv,Europe/Stockholm,1974,251-1000,25-100m,A1,NET60,2022-09-15,2025-09-20,2026-05-03,Atlas CRM,On hold,Team 3,SE,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-004269,Regional service account
REF-003994,Novera Materials Bristol Ltd,GB-SYN-003994,Novera Materials Bristol Ltd,Novera Materials,Novera Group,Ltd,Materials,SMB,Active,GB,England,Bristol,BS1 1AA,Foundry Way,14,B15,GB-005,https://c003994.example,crm@c003994.example,TEST-003994,TEST-TAX-003994,Registered,GBP,en,Europe/London,2011,251-1000,25-100m,A2,NET30,2013-10-15,2025-10-20,2026-02-03,Atlas CRM,On hold,Team 7,GB,CH,Low,Cleared,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-003994,Synthetic account
REF-002483,Glenwick Lighting München GmbH,DE-SYN-002483,Glenwick Lighting München GmbH,Glenwick Lighting,Glenwick Group,GmbH,Lighting,Enterprise,Dormant,DE,Bayern,München,80331,Industriestraße,95,B22,DE-488,https://c002483.example,crm@c002483.example,TEST-002483,TEST-TAX-002483,Registered,EUR,de,Europe/Berlin,2008,51-250,5-25m,B1,NET45,2014-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 8,DE,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-002483,Synthetic account
REF-000642,Xandora Instruments Bristol Ltd,GB-SYN-000642,Xandora Instruments Bristol Ltd,Xandora Instruments,Xandora Group,Ltd,Instruments,Midmarket,Active,GB,England,Bristol,BS1 1AA,Foundry Way,45,B21,GB-641,https://c000642.example,crm@c000642.example,TEST-000642,TEST-TAX-000642,Registered,GBP,en,Europe/London,1987,11-50,1-5m,A2,NET60,2021-06-15,2025-06-20,2026-02-03,Atlas CRM,Current,Team 3,GB,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-000642,Synthetic account
REF-001955,Wynford Analytics Tōkyō KK,JP-SYN-001955,Wynford Analytics Tōkyō KK,Wynford Analytics,Wynford Group,KK,Analytics,Enterprise,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,164,B23,JP-957,https://c001955.example,crm@c001955.example,TEST-001955,TEST-TAX-001955,Registered,JPY,ja,Asia/Tokyo,2000,1000+,100m+,B1,NET45,2018-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 2,JP,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-001955,Synthetic account
REF-003709,Elmridge Design Göteborg AB,SE-SYN-003709,Elmridge Design Göteborg AB,Elmridge Design,Elmridge Group,AB,Design,SMB,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,127,B6,SE-717,https://c003709.example,crm@c003709.example,TEST-003709,TEST-TAX-003709,Exempt,SEK,sv,Europe/Stockholm,1986,251-1000,25-100m,A1,NET30,2022-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 1,SE,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-003709,Synthetic account
REF-000686,Jorven Services Zürich AG,CH-SYN-000686,Jorven Services Zürich AG,Jorven Services,Jorven Group,AG,Services,Enterprise,Active,CH,Zürich,Zürich,8001,Lindenweg,89,B19,CH-685,https://c000686.example,crm@c000686.example,TEST-000686,TEST-TAX-000686,Registered,CHF,de,Europe/Zurich,1979,1-10,<1m,A2,NET45,2023-02-15,2025-02-20,2026-06-03,Atlas CRM,Current,Team 2,CH,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-000686,Synthetic account
REF-001275,Wynford Research Göteborg AB,SE-SYN-001275,Wynford Research Göteborg AB,Wynford Research,Wynford Group,AB,Research,Midmarket,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,81,B10,SE-277,https://c001275.example,crm@c001275.example,TEST-001275,TEST-TAX-001275,Registered,SEK,sv,Europe/Stockholm,1996,1000+,100m+,B1,NET60,2010-03-15,2025-03-20,2026-03-03,Atlas CRM,Current,Team 6,SE,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-001275,"Synthetic; multiline
CRM note"
REF-000860,Lunera Components Bristol Ltd,GB-SYN-000860,Lunera Components Bristol Ltd,Lunera Components,Lunera Group,Ltd,Components,Enterprise,Active,GB,England,Bristol,BS1 1AA,Foundry Way,64,B9,GB-859,https://c000860.example,crm@c000860.example,TEST-000860,TEST-TAX-000860,Registered,GBP,en,Europe/London,1997,1000+,100m+,B2,NET45,2015-08-15,2025-08-20,2026-04-03,Atlas CRM,Current,Team 5,GB,MX,Medium,Cleared,Rolling,2027-08,Priority,APAC,Growth,Email,REF-2026,LEG-000860,Synthetic account
REF-005118,Larkmere Automation Singapore Pte Ltd,SG-SYN-005118,Larkmere Automation Singapore Pte Ltd,Larkmere Automation,Larkmere Group,Pte Ltd,Automation,Midmarket,Dormant,SG,Central,Singapore,018989,Example Works Lane,143,B12,SG-132,https://c005118.example,crm@c005118.example,TEST-005118,TEST-TAX-005118,Registered,SGD,en,Asia/Singapore,1991,51-250,5-25m,A2,NET60,2017-06-15,2025-06-20,2026-06-03,Atlas CRM,Current,Team 6,SG,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005118,Synthetic account
REF-004557,Corvell Optics West Branch Göteborg,SE-SYN-004557,Corvell Optics West Branch Göteborg,Corvell Optics,Corvell Group,AB,Optics,Midmarket,Dormant,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,179,B3,SE-568,https://c004557.example,crm@c004557.example,TEST-004557,TEST-TAX-004557,Registered,SEK,sv,Europe/Stockholm,2002,11-50,1-5m,A1,NET60,2016-09-15,2025-09-20,2026-05-03,Atlas CRM,Current,Team 3,SE,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-004557,Regional service account
REF-000371,Everfen Optics São Paulo Ltda,BR-SYN-000371,Everfen Optics São Paulo Ltda,Everfen Optics,Everfen Group,Ltda,Optics,Enterprise,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,172,B3,BR-370,https://c000371.example,crm@c000371.example,TEST-000371,TEST-TAX-000371,Registered,BRL,pt,America/Sao_Paulo,1976,1-10,<1m,B1,NET45,2016-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 2,BR,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-000371,Synthetic account
REF-005307,Dovelin Analytics North Service Centre,DUP-SYN-000004,Dovelin Analytics North Service Centre,Dovelin Analytics,Dovelin Analytics Holdings,KK,Textiles,Midmarket,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,133,B17,JP-321,https://group000003.example,crm@c005307.example,TEST-005307,TEST-TAX-005307,Registered,JPY,ja,Asia/Tokyo,1972,11-50,1-5m,B1,NET60,2010-03-15,2025-03-20,2026-03-03,Atlas CRM,Current,Team 6,JP,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-005307,Synthetic account
REF-001792,Holloway Networks Tōkyō KK,JP-SYN-001792,Holloway Networks Tōkyō KK,Holloway Networks,Holloway Group,KK,Networks,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,1,B21,JP-794,https://c001792.example,crm@c001792.example,TEST-001792,TEST-TAX-001792,Registered,JPY,ja,Asia/Tokyo,1993,11-50,1-5m,B2,NET30,2023-04-15,2025-04-20,2026-08-03,Atlas CRM,Current,Team 1,JP,BR,Low,Review,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-001792,Synthetic account
REF-005604,Flinora Textiles South Service Centre,DUP-SYN-000152,Flinora Textiles South Service Centre,Flinora Textiles,Flinora Textiles Holdings,Ltd,Components,Midmarket,Active,GB,England,Bristol,BS1 1AA,Foundry Way,32,B15,GB-618,https://group000151.example,crm@c005604.example,TEST-005604,TEST-TAX-005604,Registered,GBP,en,Europe/London,2009,251-1000,25-100m,B2,NET60,2013-12-15,2025-12-20,2026-04-03,Atlas CRM,Current,Team 6,GB,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005604,"Synthetic; multiline
CRM note"
REF-003069,Montréal Elmridge Services Bristol Ltd,GB-SYN-003069,Montréal Elmridge Services Bristol Ltd,Elmridge Services,Elmridge Group,Ltd,Services,Midmarket,Active,GB,England,Bristol,BS1 1AA,Foundry Way,84,B10,GB-077,https://c003069.example,crm@c003069.example,TEST-003069,TEST-TAX-003069,Registered,GBP,en,Europe/London,1970,251-1000,25-100m,A1,NET60,2012-09-15,2025-09-20,2026-05-03,Atlas CRM,Current,Team 9,GB,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-003069,"Synthetic; multiline
CRM note"
REF-004245,Merriton Networks West Branch Pune,IN-SYN-004245,Merriton Networks West Branch Pune,Merriton Networks,Merriton Group,Pvt Ltd,Networks,Midmarket,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,66,B13,IN-256,https://c004245.example,crm@c004245.example,TEST-004245,TEST-TAX-004245,Registered,INR,en,Asia/Kolkata,2002,1000+,100m+,A1,NET60,2012-09-15,2025-09-20,2026-05-03,Atlas CRM,Current,Team 6,IN,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-004245,Regional service account
REF-001253,Kelstrad Equipment Singapore Pte Ltd,SG-SYN-001253,Kelstrad Equipment Singapore Pte Ltd,Kelstrad Equipment,Kelstrad Group,Pte Ltd,Equipment,Enterprise,Active,SG,Central,Singapore,018989,Example Works Lane,59,B11,SG-255,https://c001253.example,crm@c001253.example,TEST-001253,TEST-TAX-001253,Registered,SGD,en,Asia/Singapore,1974,51-250,5-25m,A1,NET45,2016-05-15,2025-05-20,2026-05-03,Atlas CRM,Current,Team 2,SG,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-001253,Synthetic account
REF-001427,Morwick Packaging Portland LLC,US-SYN-001427,Morwick Packaging Portland LLC,Morwick Packaging,Morwick Group,LLC,Packaging,Enterprise,Active,US,Oregon,Portland,97201,Example Park,34,B1,US-429,https://c001427.example,crm@c001427.example,TEST-001427,TEST-TAX-001427,Registered,USD,en,America/Los_Angeles,1992,11-50,1-5m,B1,NET45,2022-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 5,US,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-001427,Synthetic account
